airport_identifier,airport_size,airport_name,elevation_ft,continent,country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
AYKK,small_airport,Kikori Airport,50.0,OC,PG,PG-GPK,Kikori,AYKK,KRI,,"144.2500762939453, -7.424379825592041"
AYKM,medium_airport,Kerema Airport,10.0,OC,PG,PG-GPK,Kerema,AYKM,KMA,,"145.770996094, -7.96361017227"
AYKR,small_airport,Kar Kar Airport,130.0,OC,PG,PG-MPM,Kar Kar Island,AYKR,KRX,KKR,"145.9404, -4.557"
AYKT,small_airport,Aropa Airport,20.0,OC,PG,PG-NSB,Kieta,AYIQ,KIE,KIA,"155.728139, -6.305417"
AYKU,small_airport,Kuri Airport,35.0,OC,PG,PG-GPK,Kuri,AYKU,KUQ,KURI,"143.276111, -7.135083"
AYKV,medium_airport,Kavieng Airport,7.0,OC,PG,PG-NIK,Kavieng,AYKV,KVG,,"150.807998657, -2.57940006256"
AYKY,small_airport,Londolovit Airport,167.0,OC,PG,PG-NIK,Londolovit,AYKY,LNV,,"152.628997803, -3.04361009598"
AYLB,small_airport,Lab Lab Airport,160.0,OC,PG,PG-MPL,Lab Lab Mission,AYLB,LAB,LAB,"148.0566, -5.7204"
AYLO,small_airport,Lowai Airport,2900.0,OC,PG,PG-MPL,Lowai,AYLO,LWI,LOW,"146.6458, -6.3344"
AYLP,small_airport,Leron Plains Airport,680.0,OC,PG,PG-MPL,Leron Plains,AYLP,LPN,LPS,"146.3434, -6.3917"
AYLS,small_airport,Lese Airport,40.0,OC,PG,PG-GPK,Lese,AYLS,LNG,LESE,"146.2765, -8.2799"
AYLX,small_airport,Long Island Airport,116.0,OC,PG,PG-MPM,Long Island,AYLX,LSJ,LIS,"147.0177, -5.3604"
AYMA,small_airport,Manari Airport,2630.0,OC,PG,PG-NPP,Manari,AYMA,MRM,MRI,"147.6219, -9.1908"
AYMB,small_airport,Morobe Airport,8.0,OC,PG,PG-MPL,Morobe,AYMB,OBM,MBE,"147.59, -7.74"
AYMD,medium_airport,Madang Airport,20.0,OC,PG,PG-MPM,Madang,AYMD,MAG,,"145.789001465, -5.20707988739"
AYMH,medium_airport,Mount Hagen Kagamuga Airport,5388.0,OC,PG,PG-WHM,Mount Hagen,AYMH,HGU,,"144.29600524902344, -5.826789855957031"
AYML,small_airport,Mougulu Airport,825.0,OC,PG,PG-WPD,Mougulu,AYML,GUV,MGU,"142.420775, -6.280859"
AYMN,medium_airport,Mendi Airport,5680.0,OC,PG,PG-SHM,Mendi,AYMN,MDU,,"143.656998, -6.14774"
AYMO,medium_airport,Momote Airport,12.0,OC,PG,PG-MRL,Manus Island,AYMO,MAS,,"147.423996, -2.06189"
AYMR,small_airport,Moro Airport,2740.0,OC,PG,PG-SHM,Moro,AYMR,MXH,,"143.238006592, -6.36332988739"
AYMS,small_airport,Misima Island Airport,26.0,OC,PG,PG-MBA,Misima Island,AYMS,MIS,,"152.837997437, -10.689200401299999"
AYMW,small_airport,Marawaka Airport,6050.0,OC,PG,PG-EHG,Marawaka,AYMW,MWG,MWK,"145.8849, -6.9736"
AYNA,small_airport,Nankina Airport,5800.0,OC,PG,PG-MPM,Gwarawon,AYNA,NKN,NKN,"146.4533, -5.837"
AYNE,small_airport,Negarbo(Negabo) Airport,4500.0,OC,PG,PG-CPK,Negarbo,AYNE,GBF,NBO,"144.703058, -6.567778"
AYNG,small_airport,Manguna Airport,187.0,OC,PG,PG-EBR,Manguna,AYNG,MFO,MGA,"151.792333, -5.577778"
AYNM,small_airport,Kasonombe Airport,5800.0,OC,PG,PG-MPL,Kasonombe,AYNM,KSB,KNB,"146.9859, -6.3819"
AYNO,small_airport,Nomane Airport,6032.0,OC,PG,PG-CPK,Namane,AYNO,NMN,NOM,"145.070667, -6.32183"
AYNY,small_airport,Nambaiyufa Airport,5550.0,OC,PG,PG-CPK,Nambaiyufa,AYNY,NBA,NBF,"145.2424, -6.2412"
AYNZ,medium_airport,Nadzab Airport,239.0,OC,PG,PG-MPL,Lae,AYNZ,LAE,,"146.725977, -6.569803"
AYOE,small_airport,Konge Airport,5900.0,OC,PG,PG-MPL,Konge,AYOE,KGB,KGE,"147.2152, -6.2239"
AYOJ,small_airport,Oksapmin Airport,5140.0,OC,PG,PG-SAN,Oksapmin,AYOJ,OKP,OKN,"142.2259, -5.2261"
AYOK,small_airport,Komako Airport,3960.0,OC,PG,PG-GPK,Komako,AYOK,HOC,KMA,"145.8827, -7.3984"
AYOQ,small_airport,Komaio Airport,28.0,OC,PG,PG-GPK,Komaio,AYOQ,KCJ,KOI,"143.5952, -7.2714"
AYOW,small_airport,Koroba Airport,5638.0,OC,PG,PG-HE,Koroba,AYOW,KDE,,"142.7441, -5.6952"
AYPC,small_airport,Pangoa Airport,60.0,OC,PG,PG-WPD,Pangoa,AYPC,PGB,PGA,"141.5605, -7.0226"
AYPG,small_airport,Pangia Airport,5340.0,OC,PG,PG-SHM,Pangia,AYPG,PGN,PNA,"144.1084, -6.386"
AYPO,small_airport,Mapoda Airport,45.0,OC,PG,PG-WPD,Mapoda,AYPO,MPF,MPO,"143.1694, -7.979"
AYPQ,small_airport,Pumani Airport,427.0,OC,PG,PG-MBA,Pumani,AYPQ,PMN,PMN,"149.4766, -9.7469"
AYPY,large_airport,Port Moresby Jacksons International Airport,146.0,OC,PG,PG-NCD,Port Moresby,AYPY,POM,,"147.22000122070312, -9.443380355834961"
AYQO,small_airport,Sopu Airport,6580.0,OC,PG,PG-CPM,Sopu,AYQO,SPH,SOPU,"147.1659, -8.3038"
AYQS,small_airport,Sialum Airport,170.0,OC,PG,PG-MPL,Sialum,AYQS,SXA,SLU,"147.5955, -6.0908"
AYRG,small_airport,Rumginae Airport,160.0,OC,PG,PG-WPD,,AYRG,RMN,RMG,"141.271666667, -5.89722222222"
AYRI,small_airport,Karimui Airport,3640.0,OC,PG,PG-CPK,Karimui,AYRI,KMR,KRI,"144.823, -6.4921"
AYRM,small_airport,Maramuni Airport,5160.0,OC,PG,PG-EPW,Maramuni,AYRM,MWI,MAR,"143.4829, -5.13"
AYRV,small_airport,May River Airstrip,107.0,OC,PG,PG-ESW,May River,AYRV,MRH,MRV,"141.785, -4.3615"
AYSA,small_airport,Suabi Airport,465.0,OC,PG,PG-WPD,,AYSA,SBE,SUA,"142.278333333, -6.10444444444"
AYSE,small_airport,Simberi Airport,10.0,OC,PG,PG-NIK,Simberi Island,AYSE,NIS,SBI,"151.997777778, -2.66222222222"
AYSG,small_airport,Sila Airport,2230.0,OC,PG,PG-NPP,Sila Mission,AYSG,SIL,SILA,"148.38925, -9.07355555556"
AYSH,small_airport,Sabah Airport,10.0,OC,PG,PG-NSB,Sabah,AYSH,SBV,SAB,"155.0489, -5.5765"
AYSJ,small_airport,Simbai Airport,5804.0,OC,PG,PG-MPM,Simbai,AYSJ,SIM,SAI,"144.544722222, -5.278611111110001"
AYSO,small_airport,Selbang Airport,5130.0,OC,PG,PG-WPD,Selbang,AYSO,SBC,SEL,"141.752, -5.315"
AYSQ,small_airport,Sepik Plains Airport,230.0,OC,PG,PG-ESW,Sepik Plains,AYSQ,SPV,SPP,"143.6734, -3.8821"
AYSV,small_airport,Sauren Airport,46.0,OC,PG,PG-WBK,Sauren,AYSV,SXW,SAU,"148.8543, -5.9701"
AYSX,small_airport,Masa Airport,5900.0,OC,PG,PG-MPL,Masa,AYSX,MBV,MASA,"147.591, -6.345"
AYTA,small_airport,Tari Airport,5500.0,OC,PG,PG-HE,Tari,AYTA,TIZ,,"142.947998047, -5.84499979019"
AYTB,small_airport,Tabubil Airport,1570.0,OC,PG,PG-WPD,Tabubil,AYTB,TBG,,"141.225998, -5.27861"
AYTI,small_airport,Tapini Airport,3100.0,OC,PG,PG-CPM,Tapini,AYTI,TPI,TAP,"146.989166667, -8.35666666667"
AYTK,medium_airport,Tokua Airport,32.0,OC,PG,PG-EBR,Tokua,AYTK,RAB,,"152.380004883, -4.34045982361"
AYTN,small_airport,Tekin Airport,5785.0,OC,PG,PG-SAN,Tekin,AYTN,TKW,TEK,"142.165194444, -5.24366666667"
AYTP,small_airport,Tep Tep Airport,7011.0,OC,PG,PG-MPM,Teptep,AYTP,TEP,TEP,"146.5595, -5.9553"
AYTS,small_airport,Tsewi Airport,4185.0,OC,PG,PG-MPL,Tsewi,AYTS,TSW,TSE,"146.1272, -7.0695"
AYTT,small_airport,Tarakbits Airport,281.0,OC,PG,PG-WPD,Tarakbits,AYTT,TRJ,TRT,"141.0421, -5.614"
AYTW,small_airport,Tawa Airport,5020.0,OC,PG,PG-MPL,Tawa,AYTW,TWY,TAWA,"146.1067, -7.4463"
AYTZ,small_airport,Tekadu Airport,1310.0,OC,PG,PG-MPL,Tekadu,AYTZ,TKB,TKD,"146.5503, -7.6808"
AYU,small_airport,Aiyura Airport,5355.0,OC,PG,PG-EHG,Aiyura Valley,AYAY,AYU,AYU,"145.904166667, -6.33805555556"
AYUC,small_airport,Umba Airport,5950.0,OC,PG,PG-MPL,Umba,AYUC,UMC,UMBA,"145.966, -7.0214"
AYUE,small_airport,Uroubi Airport,481.0,OC,PG,PG-NPP,Uroubi,AYUE,URU,URO,"148.5591, -9.5162"
AYUR,small_airport,Upiara Airport,52.0,OC,PG,PG-WPD,Upiara,AYUR,UPR,UPA,"142.6503, -8.5411"
AYUZ,small_airport,Uvol Airport,15.0,OC,PG,PG-EBR,Uvol,AYUZ,UVO,UVOL,"150.9557, -6.0178"
AYVL,small_airport,Talasea Airport,44.0,OC,PG,PG-WBK,Talasea,AYVL,TLW,TLS,"150.0089, -5.2726"
AYVM,small_airport,Torembi Airport,90.0,OC,PG,PG-ESW,Torembi,AYVM,TCJ,TBI,"143.1329, -4.0165"
AYVN,medium_airport,Vanimo Airport,10.0,OC,PG,PG-SAN,Vanimo,AYVN,VAI,,"141.3028, -2.6926"
AYVO,small_airport,Tonu Airport,300.0,OC,PG,PG-NSB,Tonu,AYVO,TON,TONU,"155.4326, -6.6552"
AYWB,small_airport,Wabo Airport,132.0,OC,PG,PG-GPK,Wabo,AYWB,WAO,WABO,"145.075111111, -6.98944444444"
AYWD,medium_airport,Wapenamanda Airport,5889.0,OC,PG,PG-EPW,,AYWD,WBM,,"143.89500427246094, -5.6433000564575195"
AYWF,small_airport,Wawoi Falls Airport,370.0,OC,PG,PG-WPD,Wavoi Falls,AYWF,WAJ,WWF,"142.6557, -6.9523"
AYWK,medium_airport,Wewak International Airport,19.0,OC,PG,PG-ESW,Wewak,AYWK,WWK,,"143.669006348, -3.58383011818"
AYWO,small_airport,Wonenara Airport,5028.0,OC,PG,PG-EHG,Wonenara,AYWO,WOA,WOA,"145.891944444, -6.796861111110001"
AYWQ,small_airport,Wakunai Airport,20.0,OC,PG,PG-EBR,Wakunai,AYWQ,WKN,WAI,"155.2223, -5.8603"
AYWS,small_airport,Wasu Airport,34.0,OC,PG,PG-MPL,Wasu,AYWS,WSU,WASU,"147.19822526, -5.96170944919"
AYWT,small_airport,Woitape Airport,5200.0,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,WTP,"147.2525, -8.54583333333"
AYWU,small_airport,Wau Airport,3600.0,OC,PG,PG-SAN,Wau,AYWU,WUG,WAU,"146.718611111, -7.345555555560001"
AYXE,small_airport,Yeva Airport,4510.0,OC,PG,PG-MPL,Yeva,AYXE,YVD,YEVA,"146.188, -7.548"
AYXI,small_airport,Sim Airport,5460.0,OC,PG,PG-MPL,Sim,AYXI,SMJ,SIM,"146.9273, -7.75"
AYXW,small_airport,Weam Airport,50.0,OC,PG,PG-WPD,Weam,AYXW,WEP,WEAM,"141.1381, -8.6184"
AYYE,small_airport,Yalumet Airport,2600.0,OC,PG,PG-MPL,Yalumet,AYYE,KYX,YLT,"147.0117, -6.09"
AYYR,small_airport,Yasuru Airport,1520.0,OC,PG,PG-MPL,Yasuru,AYYR,KSX,YAS,"146.1813, -6.6015"
AYZM,small_airport,Wasum Airport,175.0,OC,PG,PG-WBK,Wasum,AYZM,WUM,WSM,"149.337, -6.0491"
AZ-0001,medium_airport,Zabrat Airport,36.0,AS,AZ,AZ-BA,Baku,UBTT,ZXT,,"49.9768066406, 40.4955422161"
AZB,small_airport,Amazon Bay Airport,12.0,OC,PG,PG-CPM,,,AZB,AZB,"149.338333333, -10.2991666667"
BAJ,small_airport,Bali Airport,90.0,OC,PG,PG-WBK,Unea Island,,BAJ,BALI,"149.133333333, -4.8833333333299995"
BBG,small_airport,Branson Airport,1302.0,NA,US,US-MO,Branson,KBBG,BKG,BBG,"-93.200544, 36.532082"
BCP,small_airport,Bambu Airport,6790.0,OC,PG,PG-MPM,Bambu,AYBC,BCP,BAM,"146.4925, -5.863611111110001"
BCW,medium_airport,Benguera Island Airport,,AF,MZ,MZ-I,Benguera Island,,BCW,,"35.43830108642578, -21.853300094604492"
BCZ,small_airport,Milyakburra Airport,85.0,OC,AU,AU-NT,Bickerton Island,,BCZ,YBIC,"136.201666667, -13.780833333299999"
BDH,small_airport,Willmar Municipal -John L Rice Field,1126.0,NA,US,US-MN,Willmar,KBDH,ILL,BDH,"-95.13040161, 45.11769867"
BDZ,small_airport,Baindoung Airport,4400.0,OC,PG,PG-MPL,,AYBG,BDZ,BDO,"146.942222222, -6.34722222222"
BG-HKV,small_airport,Malevo Airport,600.0,EU,BG,BG-26,Haskovo,,HKV,,"25.6047992706, 41.871799469"
BG-JAM,medium_airport,Bezmer Air Base,509.0,EU,BG,BG-28,Yambol,LBIA,JAM,,"26.3521995544, 42.4548988342"
BGAA,medium_airport,Aasiaat Airport,74.0,EU,GL,GL-U-A,Aasiaat,BGAA,JEG,,"-52.7846984863, 68.7218017578"
BGBW,medium_airport,Narsarsuaq Airport,112.0,EU,GL,GL-U-A,Narsarsuaq,BGBW,UAK,,"-45.4259986877, 61.1604995728"
BGCO,small_airport,Neerlerit Inaat Airport,45.0,EU,GL,GL-U-A,Neerlerit Inaat,BGCO,CNP,,"-22.6504993439, 70.7431030273"
BGGH,medium_airport,Godthaab / Nuuk Airport,283.0,EU,GL,GL-U-A,Nuuk,BGGH,GOH,,"-51.6781005859, 64.19090271"
BGJN,small_airport,Ilulissat Airport,95.0,EU,GL,GL-U-A,Ilulissat,BGJN,JAV,,"-51.0570983887, 69.2432022095"
BGKK,small_airport,Kulusuk Airport,117.0,EU,GL,GL-U-A,Kulusuk,BGKK,KUS,,"-37.1236000061, 65.573600769"
BGMQ,small_airport,Maniitsoq Airport,91.0,EU,GL,GL-U-A,Maniitsoq,BGMQ,JSU,,"-52.9393997192, 65.4124984741"
BGP,small_airport,Bongo Airport,120.0,AF,GA,GA-8,Bongo,,BGP,,"10.2088, -2.1713"
BGPT,small_airport,Paamiut Airport,120.0,EU,GL,GL-U-A,Paamiut,BGPT,JFR,,"-49.6709365845, 62.0147361755"
BGQQ,small_airport,Qaanaaq Airport,51.0,EU,GL,GL-U-A,Qaanaaq,BGQQ,NAQ,,"-69.3887023926, 77.4886016846"
BGSF,medium_airport,Kangerlussuaq Airport,165.0,EU,GL,GL-U-A,Kangerlussuaq,BGSF,SFJ,,"-50.7116031647, 67.0122218992"
BGSS,small_airport,Sisimiut Airport,33.0,EU,GL,GL-U-A,Sisimiut,BGSS,JHS,,"-53.7293014526, 66.9513015747"
BGTL,medium_airport,Thule Air Base,251.0,EU,GL,GL-U-A,Thule,BGTL,THU,,"-68.7032012939, 76.5311965942"
BGUK,small_airport,Upernavik Airport,414.0,EU,GL,GL-U-A,Upernavik,BGUK,JUV,,"-56.1305999756, 72.7901992798"
BGUQ,small_airport,Qaarsut Airport,289.0,EU,GL,GL-U-A,Uummannaq,BGUQ,JQA,,"-52.6962013245, 70.7341995239"
BHL,small_airport,BahÃ­a de los Ãngeles Airport,34.0,NA,MX,MX-BCN,BahÃ­a de los Ãngeles,,BHL,BAX,"-113.560997, 28.9786"
BHT,small_airport,Brighton Downs Airport,390.0,OC,AU,AU-QLD,,,BHT,,"141.562777778, -23.3638888889"
BIAR,medium_airport,Akureyri Airport,6.0,EU,IS,IS-6,Akureyri,BIAR,AEY,,"-18.07270050048828, 65.66000366210938"
BIBD,small_airport,Bildudalur Airport,18.0,EU,IS,IS-4,Bildudalur,BIBD,BIU,,"-23.546199798583984, 65.64129638671875"
BIBF,small_airport,BorgarfjÃ¶rÃ°ur eystri Airport,80.0,EU,IS,IS-7,BorgarfjÃ¶rÃ°ur eystri,BIBF,BGJ,,"-13.805000305175781, 65.51640319824219"
BIBK,small_airport,BakkafjÃ¶rÃ°ur Airport,14.0,EU,IS,IS-6,BakkafjÃ¶rÃ°ur,BIBK,BJD,,"-14.824399948120117, 66.02189636230469"
BIBL,small_airport,Hjaltabakki Airport,131.0,EU,IS,IS-5,BlÃ¶nduÃ³s,BIBL,BLO,,"-20.287500381469727, 65.6449966430664"
BIBR,small_airport,BÃºÃ°ardalur Airport,131.0,EU,IS,IS-3,BÃºÃ°ardalur,BIBR,BQD,,"-21.80030059814453, 65.07530212402344"
BIBV,small_airport,BreiÃ°dalsvÃ­k Airport,8.0,EU,IS,IS-7,BreiÃ°dalsvÃ­k,BIBV,BXV,,"-14.02280044555664, 64.79000091552734"
BIDV,small_airport,DjÃºpivogur Airport,9.0,EU,IS,IS-7,DjÃºpivogur,BIDV,DJU,,"-14.28279972076416, 64.64420318603516"
BIEG,medium_airport,EgilsstaÃ°ir Airport,76.0,EU,IS,IS-7,EgilsstaÃ°ir,BIEG,EGS,,"-14.401399612426758, 65.2833023071289"
BIFF,small_airport,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport,15.0,EU,IS,IS-7,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur,BIFF,FAS,,"-14.0606002808, 64.9317016602"
BIFM,small_airport,FagurhÃ³lsmÃ½ri Airport,56.0,EU,IS,IS-7,FagurhÃ³lsmÃ½ri,BIFM,FAG,,"-16.64109992980957, 63.874698638916016"
BIGF,small_airport,GrundarfjÃ¶rÃ°ur Airport,17.0,EU,IS,IS-3,GrundarfjÃ¶rÃ°ur,BIGF,GUU,,"-23.224700927734375, 64.99140167236328"
BIGJ,small_airport,GjÃ¶gur Airport,83.0,EU,IS,IS-4,GjÃ¶gur,BIGJ,GJR,,"-21.326900482177734, 65.99530029296875"
BIGR,small_airport,GrÃ­msey Airport,66.0,EU,IS,IS-6,GrÃ­msey,BIGR,GRY,,"-18.0173, 66.5458"
BIHK,small_airport,HÃ³lmavÃ­k Airport,90.0,EU,IS,IS-4,HÃ³lmavÃ­k,BIHK,HVK,,"-21.696399688720703, 65.70469665527344"
BIHN,medium_airport,HornafjÃ¶rÃ°ur Airport,24.0,EU,IS,IS-8,HÃ¶fn,BIHN,HFN,,"-15.2272, 64.295601"
BIHT,small_airport,Holt Airport,10.0,EU,IS,IS-4,Flateyri,BIHT,FLI,,"-23.4416913986, 66.0141804294"
BIHU,medium_airport,HÃºsavÃ­k Airport,48.0,EU,IS,IS-6,HÃºsavÃ­k,BIHU,HZK,,"-17.426001, 65.952301"
BIHV,small_airport,KrÃ³kstaÃ°armelar Airport,164.0,EU,IS,IS-5,Hvammstangi,BIHV,HVM,,"-20.846900939941406, 65.26640319824219"
BIID,small_airport,IngjaldssanÃ°ur Airport,70.0,EU,IS,IS-4,OnundarfjÃ¶rÃ°ur,BIID,HLO,,"-23.69610023498535, 66.05000305175781"
BIIS,medium_airport,ÃsafjÃ¶rÃ°ur Airport,8.0,EU,IS,IS-4,ÃsafjÃ¶rÃ°ur,BIIS,IFJ,,"-23.135299682617188, 66.05809783935547"
BIKF,large_airport,Keflavik International Airport,171.0,EU,IS,IS-2,ReykjavÃ­k,BIKF,KEF,,"-22.605600357056, 63.985000610352"
BIKP,small_airport,KÃ³pasker Airport,20.0,EU,IS,IS-6,KÃ³pasker,BIKP,OPA,,"-16.466699600219727, 66.31079864501953"
BIKR,small_airport,SauÃ°Ã¡rkrÃ³kur Airport,8.0,EU,IS,IS-5,SauÃ°Ã¡rkrÃ³kur,BIKR,SAK,,"-19.572799682599996, 65.73169708249999"
BINF,small_airport,NorÃ°fjÃ¶rÃ°ur Airport,13.0,EU,IS,IS-7,NorÃ°fjÃ¶rÃ°ur,BINF,NOR,,"-13.746399879455566, 65.13189697265625"
BIOF,small_airport,ÃlafsfjÃ¶rÃ°ur Airport,32.0,EU,IS,IS-6,ÃlafsfjÃ¶rÃ°ur,BIOF,OFJ,,"-18.66670036315918, 66.08329772949219"
BIPA,small_airport,PatreksfjÃ¶rÃ°ur Airport,11.0,EU,IS,IS-4,PatreksfjÃ¶rÃ°ur,BIPA,PFJ,,"-23.965, 65.555801"
BIRE,small_airport,ReykhÃ³lar Airport,60.0,EU,IS,IS-4,ReykhÃ³lar,BIRE,RHA,,"-22.20611572265625, 65.45262908935547"
BIRF,small_airport,Rif Airport,18.0,EU,IS,IS-3,Rif,BIRF,OLI,,"-23.8230991364, 64.9113998413"
BIRG,small_airport,RaufarhÃ¶fn Airport,39.0,EU,IS,IS-6,RaufarhÃ¶fn,BIRG,RFN,,"-15.918299674987793, 66.40640258789062"
BIRK,medium_airport,Reykjavik Airport,48.0,EU,IS,IS-1,Reykjavik,BIRK,RKV,,"-21.9405994415, 64.1299972534"
BIRL,small_airport,ReykjahlÃ­Ã° Airport,1030.0,EU,IS,IS-6,Myvatn,BIRL,MVA,,"-16.918100357055664, 65.65579986572266"
BISI,medium_airport,SiglufjÃ¶rÃ°ur Airport,10.0,EU,IS,IS-6,SiglufjÃ¶rÃ°ur,BISI,SIJ,,"-18.9167, 66.133301"
BIST,small_airport,StykkishÃ³lmur Airport,42.0,EU,IS,IS-3,StykkishÃ³lmur,BIST,SYK,,"-22.794200897216797, 65.05809783935547"
BITE,small_airport,Ãingeyri Airport,65.0,EU,IS,IS-4,Ãingeyri,BITE,TEY,,"-23.559999465942383, 65.87030029296875"
BITN,small_airport,Thorshofn Airport,65.0,EU,IS,IS-6,Thorshofn,BITN,THO,,"-15.335599899291992, 66.21849822998047"
BIVM,medium_airport,Vestmannaeyjar Airport,326.0,EU,IS,IS-8,Vestmannaeyjar,BIVM,VEY,,"-20.278900146484375, 63.42430114746094"
BIVO,small_airport,VopnafjÃ¶rÃ°ur Airport,16.0,EU,IS,IS-7,VopnafjÃ¶rÃ°ur,BIVO,VPN,,"-14.850600242614746, 65.72059631347656"
BJE,small_airport,Baleela Airport,1690.0,AF,SD,SD-13,Baleela Base Camp,,BJE,,"28.5230555556, 11.199444444400001"
BJQ,small_airport,Bahja Airport,515.0,AS,OM,OM-WU,Bahja,,BJQ,,"56.067777777799996, 19.8730555556"
BKPR,large_airport,PriÅ¡tina International Airport,1789.0,EU,XK,XK-01,Prishtina,BKPR,PRN,,"21.035801, 42.5728"
BMH,small_airport,Bomai Airport,3300.0,OC,PG,PG-CPK,Bomai,AYBO,BMH,BOM,"144.637, -6.37316666667"
BMQ,small_airport,Bamburi Airport,52.0,AF,KE,KE-300,,HKBM,BMQ,,"39.730768, -3.98191"
BMZ,small_airport,Bamu Airport,50.0,OC,PG,PG-WPD,Bamu,AYBF,BMZ,BAMU,"143.2433, -7.8485"
BNM,small_airport,Bodinumu Airport,3700.0,OC,PG,PG-CPM,Bodinumu,AYBD,BNM,BNU,"147.666722222, -9.107777777779999"
BNT,small_airport,Bundi Airport,4400.0,OC,PG,PG-MPM,Bundi,AYDI,BNT,BDI,"145.2275, -5.742222222220001"
BO-0001,small_airport,Rurenabaque Airport,676.0,SA,BO,BO-B,Rurenabaque,SLRQ,RBQ,,"-67.4968032837, -14.427900314299999"
BO-BVL,small_airport,Baures Airport,470.0,SA,BO,BO-B,Baures,SLBA,BVL,,"-63.5833320618, -13.583333015400001"
BOK,small_airport,Brookings Airport,459.0,NA,US,US-OR,Brookings,KBOK,BOK,BOK,"-124.290001, 42.0746"
BOT,small_airport,Bosset Airport,80.0,OC,PG,PG-WPD,Bosset,AYET,BOT,BST,"141.1063222, -7.237257"
BOV,small_airport,Boang Airport,85.0,OC,PG,PG-NIK,Boang Island,,BOV,BOG,"153.2812, -3.3834"
BPF,small_airport,Batuna Aerodrome,24.0,OC,SB,SB-WE,Batuna Mission Station,AGBT,BPF,,"158.119305556, -8.56202777778"
BR-ALT,small_airport,Alenquer Airport,55.0,SA,BR,BR-PA,Alenquer,SDWQ,ALT,,"-54.7231, -1.917"
BSP,small_airport,Bensbach Airport,30.0,OC,PG,PG-WPD,Bensbach,AYBH,BSP,BEN,"141.259444444, -8.85805555556"
BSV,small_airport,Besakoa Airport,40.0,AF,MG,MG-M,Besakoa,,BSV,,"47.0616666667, -15.6725"
BUL,small_airport,Bulolo Airport,2240.0,OC,PG,PG-MPL,Bulolo,AYBU,BUL,BUO,"146.649541855, -7.216286671410001"
BVR,small_airport,Esperadinha Airport,64.0,AF,CV,CV-S,Brava Island,GVBR,BVR,,"-24.746, 14.864305555600001"
BW-HUK,small_airport,Hukuntsi Airport,3720.0,AF,BW,BW-KG,Hukuntsi,FBHK,HUK,,"21.758101, -23.9897"
BWJ,small_airport,Bawan Airport,4700.0,OC,PG,PG-MPL,,,BWJ,BWN,"146.881666667, -6.396944444440001"
BWP,small_airport,Bewani Airport,550.0,OC,PG,PG-SAN,Bewani,AYBI,BWP,BEW,"141.165277778, -3.0216666666700003"
BXZ,small_airport,Bunsil Airport,201.0,OC,PG,PG-MPL,Bunsil - Umboi Island,AYNS,BXZ,BSL,"147.8667, -5.7243"
BYA,small_airport,Boundary Airport,2940.0,NA,US,US-AK,Boundary,BYA,BYA,BYA,"-141.113006592, 64.0783004761"
BYL,small_airport,Bella Yella Airport,690.0,AF,LR,LR-LO,Beliyela,,BYL,,"-9.99372222222, 7.36916666667"
BZ-BCV,small_airport,Hector Silva Airstrip,150.0,NA,BZ,BZ-CY,Belmopan,,BCV,,"-88.776496, 17.269603"
BZ-BGK,medium_airport,Big Creek Airport,3.0,NA,BZ,BZ-SC,Big Creek,,BGK,,"-88.40791320800781, 16.51936912536621"
BZ-CUK,medium_airport,Caye Caulker Airport,1.0,NA,BZ,BZ-BZ,Caye Caulker,,CUK,,"-88.03250122070312, 17.734699249267578"
BZ-CYC,medium_airport,Caye Chapel Airport,3.0,NA,BZ,BZ-BZ,Caye Chapel,,CYC,,"-88.04109954833984, 17.7007999420166"
BZ-CZH,medium_airport,Corozal Municipal Airport,40.0,NA,BZ,BZ-CZL,Corozal,,CZH,,"-88.41190338134766, 18.382200241088867"
BZ-DGA,medium_airport,Dangriga Airport,508.0,NA,BZ,BZ-SC,Dangriga,,DGA,,"-88.23098754882812, 16.98250961303711"
BZ-INB,small_airport,Independence Airport,18.0,NA,BZ,BZ-SC,Independence,,INB,,"-88.44129943847656, 16.534500122070312"
BZ-MDB,small_airport,Melinda Airport,101.0,NA,BZ,BZ-SC,Melinda,,MDB,,"-88.30419921880001, 17.0042991638"
BZ-ORZ,small_airport,Orange Walk Airport,111.0,NA,BZ,BZ-OW,Orange Walk,,ORZ,,"-88.58386993410001, 18.0467662811"
BZ-PLJ,medium_airport,Placencia Airport,3.0,NA,BZ,BZ-SC,Placencia,,PLJ,,"-88.36151123046875, 16.536956787109375"
BZ-PND,medium_airport,Punta Gorda Airport,7.0,NA,BZ,BZ-TOL,Punta Gorda,,PND,,"-88.80829620360001, 16.102399826"
BZ-SJX,medium_airport,Sartaneja Airport,3.0,NA,BZ,BZ-CZL,Sartaneja,,SJX,,"-88.13079833984375, 18.35610008239746"
BZ-SPR,medium_airport,San Pedro Airport,4.0,NA,BZ,BZ-CY,San Pedro,MZSP,SPR,,"-87.9711, 17.9139"
BZ-SQS,small_airport,Matthew Spain Airport,199.0,NA,BZ,BZ-CY,San Ignacio,MZCF,SQS,,"-89.0098, 17.1859"
